word,phonetic,translation,frq
shrewd,ʃru:d,"a. 精明的, 锐利的, 剧烈的, 机灵的, 厉害的",11036
shriek,ʃri:k,"n. 尖锐的响声\nvi. 尖叫, 发尖声\nvt. 尖声发出",9309
shrimp,ʃrimp,"n. 虾, 小虾, 矮子\nvi. 捕小虾",4144
shrink,ʃriŋk,"n. 收缩, 萎缩, 回避\nvi. 收缩, 退缩, 萎缩, 缩小, 回避\nvt. 使收缩, 使缩小",4474
shrinkage,'ʃriŋkidʒ,"n. 收缩, 收缩量, 减低\n[化] 起皱; 收缩; 收缩量",20716
shrivel,'ʃrivl,"v. (使)起皱纹, (使)枯萎, (使)束手无策",16142
shrub,ʃrʌb,"n. 矮树, 灌木, 果汁甜酒",7153
shuffle,'ʃʌfl,"n. 拖着脚走, 曳步, 混乱, 蒙混, 洗纸牌\nv. 拖曳, 马虎地做, 笨手笨脚地穿(脱)衣, 推诿, 洗牌\n[计] 混洗",7789
shun,ʃʌn,"vt. 避开, 规避, 避免",9114
shut,ʃʌʃ,"n. 关闭\nvt. 关上, 闭起, 幽禁, 合拢, 轧住\nvi. 关上, 停止营业",1541
shutter,'ʃʌtә,"n. 百叶窗, 关闭物, 照相机快门, 关闭者\nvt. 为...装百叶窗, 以百叶窗遮闭",9012
shuttle,'ʃʌtl,"n. 穿梭, 梭子, 往返移动之物\nv. (使)穿梭移动, 往返运送",3810
shy,ʃai,"n. 惊跳, 惊避\na. 胆怯的, 畏缩的, 迟疑的, 羞怯的\nvi. 惊退, 乱投, 乱掷, 厌恶, 避开\nvt. 乱投, 乱掷",4407
shyness,'ʃainis,"n. 羞怯, 胆怯",14749
sick,sik,"n. 病人\na. 不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的\nvt. 呕吐, 追击, 使(狗)去攻击",1746
sicken,'sikәn,"vt. 患病, 使厌倦, 使恶心\nvi. 生病, 作呕",17670
sickness,'siknis,"n. 疾病, 不健康, 呕吐\n[医] 病",7417
sidestep,'saidstep,"n. 横跨的一步, 台阶\nvt. 横跨一步躲避, 回避\nvi. 回避问题, 躲避打击",13073
sideways,'saidweiz,"adv. 向旁边, 向侧面地\na. 旁边的, 向侧面的",7384
siege,si:dʒ,"n. 包围, 围攻, 再三的努力\nvt. 包围, 围攻",6774
sieve,siv,"n. 筛子, 滤网\nvt. 筛, 滤",17578
sigh,sai,"n. 叹息\nvi. 叹息, 渴望\nvt. 叹息着说",3349
sight,sait,"n. 景观, 视力, 眼界, 阅读, 见解, 意见\nvt. 看见, 瞄准\nvi. 瞄准, 观看\na. 即席的, 见票即付的",1629
signature,'signәtʃә,"n. 签字, 识别标志, 调号\n[计] 签名附件",3773
significance,sig'nifikәns,"n. 重要性, 意义, 意味\n[计] 有效; 有效性",2937
significant,sig'nifikәnt,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",719
signify,'signifai,"vt. 象征, 预示\nvi. 要紧, 重要",6690
silence,'sailәns,"n. 沉默, 无声, 静寂, 湮没, 无声息\nvt. 使缄默\ninterj. 安静",1820
silica,'silikә,"n. 硅石, 二氧化硅\n[化] 二氧化硅",19564
silicate,'silikit,n. 硅酸盐\n[化] 硅酸盐; 硅酸酯,28153
silly,'sili,"a. 愚蠢的, 糊涂的",4009
silt,silt,n. 淤泥\nvt. 使淤塞\nvi. 淤塞,15872
silver,'silvә,"n. 银, 银币, 银器\na. 银的, 银制的, 银器的\nvt. 镀银\nvi. 变银白色",2439
silversmith,'silvәsmiθ,n. 银(器)匠,27834
simplicity,sim'plisiti,"n. 单纯, 简朴, 朴素, 坦率, 天真\n[计] 简明性",7007
simulate,'simjuleit,"vt. 模拟, 假装, 模仿\n[法] 伪装的, 模拟的; 假装的, 伪装的, 冒充",7892
simultaneous,.simәl'teinjәs,"a. 同时的, 同时发生的\n[计] 同时的",8695
simultaneously,simәl'teiniәsly; (?@) saim-,"adv. 同时发生, 一齐, 同时, 同时存在",3662
sin,sin,"n. 罪, 犯罪, 过失, 失礼\nv. 犯",3285
singe,sindʒ,"v. 烧焦, 烤焦",21246
sinister,'sinistә,"a. 不吉利的, 凶恶的, 左边的\n[医] 左的",9576
sink,siŋk,"n. 藏垢的场所, 沟渠, 污水槽\nvi. 下沉, 沉没, 下陷, 减弱, 衰退, 消沉, 堕落, 渗透\nvt. 使低落, 使下沉, 陷于, 投入(资金等), 挖掘",2809
sinuous,'sinjuәs,"a. 弯弯曲曲的, 迂回的, 运动柔软的\n[医] 纡曲的",19654
site,sait,"n. 位置, 场所, 地点\nvt. 给...择址",532
skeleton,'skelәtn,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨干, 残骸\na. 骨骼的, 概略的, 基层的, 骨干的\n[计] 骨架",6474
skeptic,'skeptik,"n. 怀疑者, 怀疑论者, 不可知论者",8771
skeptical,'skeptikәl,"a. 怀疑论的, 怀疑的, 不可知论的\n[法] 怀疑的, 不信的, 怀疑论者的",4963
skepticism,'skeptisizm,n. 怀疑论\n[医] 多疑癖,6937
sketch,sketʃ,"n. 素描, 草图, 小品\nv. 描绘略图, 画素描或速写",5051
skillful,'skilful,"a. 熟练的, 巧妙的\n[机] 熟练的",12290
skim,skim,"vt. 撇取浮沫, 略读, 掠过\nvi. 擦过, 浏览\nn. 脱脂乳, 擦过, 表层物\na. 撇去浮沫的",8515
skimp,skimp,"vt. 少给, 克扣\nvi. 吝啬\na. 少的, 不足的",21812
skimpy,'skimpi,"a. 不足的, 吝啬的",17532
skip,skip,"n. 跳跃, 跳读\nvi. 跳越, 跳读, 跳绳, 遗漏, 跳级\nvt. 跳过, 遗漏\n[计] 跳过",4519
skulk,'skʌlk,"vi. 偷偷隐躲, 偷懒",23193
skull,skʌl,"n. 头盖骨, 头脑, 好学生\n[医] 头颅",4244
skyrocket,'skai.rɒkit,"vi. 飞涨, 突升\nn. 焰火",12421
skyscraper,'skaiskreipә,"n. 摩天楼, 三角形天帆",10626
slab,slæb,"n. 平板, 厚片\nvt. 切成厚板, 以平板盖上",7461
slacken,'slækәn,"vt. 使松弛, 放松, 放慢\nvi. 变松弛, 减弱, 松劲",21432
slag,slæg,"n. 熔渣, 矿渣, 无足轻重的人\nvt. 使变成熔渣\nvi. 变熔渣",25329
slake,sleik,"vt. 消除, 使清凉, 熄灭\n[医] 消, 灭; 消和(石灰); 松, 缓和",31425
slander,'slændә,"n. 中伤, 诽谤\nvt. 中伤, 诽谤",20554
slant,slænt,"n. 倾斜, 斜面, 观点, 偏见, 歪曲\na. 倾斜的\nv. (使)倾斜",13370
slap,slæp,"n. 掴, 掌击, 侮辱, 拍击声\nv. 拍击, 惩罚\nadv. 正面地, 直接地, 突然地",4086
slash,slæʃ,"v. 猛砍, 乱砍\nn. 猛砍, 乱砍, 删减\n[计] 斜线",5955
slave,sleiv,"n. 奴隶, 从动装置, 卑鄙的人\nvi. 拼命工作\n[计] 从设备",2727
slavish,'sleiviʃ,"a. 奴隶的, 奴性的, 盲从的",28912
slender,'slendә,"a. 苗条的, 纤弱的, 微少的, 微薄的\n[机] 细的, 纤细的",6578
slice,slais,"n. 薄的切片, 一部分, 菜刀\nvt. 切成薄片, 切下\nvi. 切\n[计] 片",3333
slide,slaid,"n. 滑, 滑道, 山崩, 雪崩, 幻灯片\nvt. 使滑动, 偷偷放入\nvi. 滑动, 滑落, 不知不觉陷入, 偷偷地走",2174
slight,slait,"n. 轻蔑, 怠慢\na. 轻微的, 纤细的, 脆弱的, 苗条的\nvt. 轻视, 忽略, 怠慢",2982
slightly,'slaitli,"adv. 些微地, 苗条地",1408
slim,slim,"a. 瘦的, 苗条的, 微小的, 稀少的, 微薄的\nvi. 变苗条\nvt. 使苗条",5312
slime,slaim,"n. 烂泥, 粘液\nvt. 涂上泥\nvi. 变粘滑",15734
slimy,'slaimi,"a. 泥的, 泥泞的, 粘糊糊的, 讨厌的",15294
slip,slip,"n. 滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人\nvi. 滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏\nvt. 使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝\na. 滑动的, 滑移的, 活络的, 有活结的\n[计] 串行线接口协议",1786
slipper,'slipә,"n. 拖鞋, 制轮器\nvt. 用拖鞋打",8779
slippery,'slipәri,"a. 滑的, 光滑的, 靠不住的, 圆滑的, 不稳固的\n[法] 狡猾的, 不可靠的, 不安定的",7707
slit,slit,"n. 裂缝, 投币口, 狭长裂口\nvt. 切开, 扯裂, 使有狭缝\nvi. 纵切, 纵裂",11326
slogan,'slәugәn,"n. 呐喊声, 标语, 口号",6076
sloop,slu:p,n. 单桅帆船,22005
slope,slәup,"n. 倾斜, 斜坡, 斜率, 扛枪姿势\nvt. 使倾斜, 弄斜, 扛\nvi. 倾斜, 走, 逃走",3434
sloping,'slәjpiŋ,"a. 成斜坡的, 倾斜的",13713
sloppy,'slɒpi,"a. 泥泞的, 潮湿的, 粗心的",9466
sloth,slәuθ,"n. 怠惰, 懒惰",19039
slothful,'slәuθful,"a. 怠惰的, 懒惰的",34516
slovenly,'slʌvәnli,"a. 邋遢的, 不修边幅的, 不整洁的, 懒散的, 潦草的, 马虎的\nadv. 邋遢地, 不修边幅地, 不整洁地, 懒散地, 潦草地, 马虎地",27734
slug,slʌg,"n. 鼻涕虫, 刺蛾, 懒汉, 弹丸, 金属小块, 重击\nvi. 偷懒, 动作迟缓\nvt. 重击",10241
sluggish,'slʌgiʃ,"a. 偷懒的, 懒惰的, 迟钝的\n[经] 萧条的, 呆滞的",10122
slum,slʌm,n. 贫民窟\nvi. 访问贫民区,9642
slumber,'slʌmbә,"n. 睡眠, 麻木状态\nvi. 微睡, 静止, 麻木\nvt. 睡着度过(时间)",15579
slump,slʌmp,"n. 暴跌, 垂头弯腰的姿态\nvi. 猛然掉落, 陷入, 衰落(经济等)",6804
sly,slai,"a. 狡猾的, 诡密的, 俏皮的, 偷偷摸摸的",9698
smack,smæk,"n. 风味, 滋味, 少量, 拍击声, 咂嘴声, 小渔船, 海洛因\nvi. 有味道, 咂嘴, 发出拍击声\nvt. 拍, 打, 掴, 咂, 出声地吻\nadv. 啪地一声, 猛然",7202
smart,smɑ:t,"a. 聪明的, 漂亮的, 刺痛的, 剧烈的, 敏捷的, 巧妙的, 伶俐的, 潇洒的\nn. 刺痛, 痛苦\nvi. 刺痛",1856
smash,smæʃ,"n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币\na. 非常轰动的, 了不起的\nvt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币\nvi. 碎裂, 猛撞, 破产, 扣球, 杀球\nadv. 轰隆一声, 哗啦一声",5113
smear,smiә,"vt. 涂, 擦上, 玷污, 把...擦模糊\nvi. 被弄脏\nn. 污点, 污迹, 污蔑",8842
smell,smel,"n. 味道, 气味, 嗅觉, 嗅, 臭味, 气息\nvt. 闻, 探出, 察觉, 发出...的气味\nvi. 嗅, 散发气味, 发臭",2390
smelting,'smeltiŋ,[化] 熔炼; 冶炼,30773
smog,smәug,n. 烟雾\n[化] 烟雾,12947
smoke,smәuk,"n. 烟, 雾气, 烟熏剂, 抽烟, 烟色\nvi. 吸烟, 冒烟, 弥漫\nvt. 以烟熏, 抽烟而导致...",2414
smooth,smu:ð,"a. 平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的\nvt. 使光滑, 烫平, 使平和, 消除\nvi. 变平滑, 变平静\nn. 一块平地, 平滑部分",2422
smoothly,'smu:ðli,"adv. 平滑地, 流畅地, 流利地",6168
smother,'smʌðә,"vt. 使喘不过气, 使窒息, 闷熄, 忍住, 抑制, 覆盖\nvi. 窒息, 被抑制\nn. 浓烟, 窒息状态, 杂乱无章",10923
smug,smʌg,"a. 自以为是的, 自鸣得意的, 整洁的\nn. 书呆子, 自命不凡的家伙",12560
smuggle,'smʌgl,"vt. 偷运, 走私, 私运\nvi. 走私",8668
snag,snæg,"n. (尖利的)突出物, (衣服等的)戳破处, 断牙, 意外障碍\nvt. 造成阻碍, 抓住机会, 抢到, 清除障碍物",9696
snake,sneik,"n. 蛇, 阴险的人\nvi. 曲折行进\nvt. 迂回, 拉, 急抽",3481
snap,snæp,"vt. 使突然中断, 猛咬, 争夺, 拉断, 使有啪啪声, 厉声说, 突然射击, 用快照拍摄\nvi. 咬, 扑, 抓, 折断, 劈啪地响, 厉声说, 砰然关上\nn. 猛咬, 猛扑, 劈啪声, 申斥, 快照, 活力, 一般时期的寒冷天气, 揿钮\na. 突然的, 装搭扣的\nadv. 猛地\n[计] 子网访问协议",2597
snarl,snɑ:l,"vi. 吼叫, 怒骂, 缠结\nvt. 咆哮着说, 搞乱, 使缠结\nn. 咆哮, 吼叫, 怒骂, 缠结, 混乱",12288
sneak,sni:k,"vi. 鬼鬼祟祟做事\nvt. 偷偷地做\nn. 鬼鬼祟祟的人, 偷偷摸摸的行为, 帆布胶底运动鞋\na. 暗中进行的",4557
sneer,sniә,"n. 冷笑, 嘲笑\nvi. 嘲笑, 冷笑\nvt. 嘲笑着说, 嘲笑得使",12717
sniff,snif,"n. 以鼻吸气, 嗅, 气息\nvi. 嗅, 蔑视, 嗤之以鼻\nvt. 闻, 用力吸, 发觉",5870
snippet,'snipit,"n. 小片, 片断, 摘录",16367
snobbish,'snɒbiʃ,"a. 自命不凡的, 势利的",29534
snowdrift,'snәudrift,"n. (被风刮在一起的)雪堆, 随风飘飞的雪",23999
snowflake,'snәufleik,"n. 雪片, 雪花, 雪片莲",12400
snug,snʌg,"a. 舒适的, 温暖的, 整洁的, 紧身的, 隐藏的\nvt. 使整洁干净, 使紧身, 隐藏",11967
soap,sәup,"n. 肥皂, 阿谀\nvt. 以肥皂洗, 阿谀\n[计] 评语",4344
soaring,'sɔ:riŋ 'sɔәr-,"a. 高飞的, 翱翔的, 高耸入云的, 崇高的, 高涨的\n[经] 飞涨的, 高涨的",9645
sober,'sәubә,"a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的\nvt. 使醒酒, 使严肃\nvi. 从醉里醒来, 变严肃",7423
sociable,'sәuʃәbl,"a. 好交际的, 社交的, 过社会生活的\nn. 联谊会",20210
sodium,'sәudiәm,n. 钠\n[化] 钠Na,3783
softwood,'sɒftwud,n. 软木材,24319
sojourn,'sɒdʒә:n,"n. 逗留, 旅居\nvi. 逗留, 旅居",16174
solar,'sәulә,"a. 太阳的, 日光的, 源自太阳的\n[医] 太阳的; 腹腔丛的",2744
solder,'sɒldә,"n. 焊接剂, 接合物\nv. 施以焊接, 焊合, 联结",24452
soldier,'sәuldʒә,"n. 军人, 士兵, 兵蚁\nvi. 从军, 尽职, 偷懒, 磨洋工",1003
sole,sәul,"n. 脚掌, 鞋底, 底部\na. 唯一的, 仅有的, 单独的, 独身的\nvt. 上鞋底, 触底",4535
solely,'sәulli,"adv. 仅仅, 单独地",4671
solemn,'sɒlәm,"a. 严肃的, 郑重的, 庄严的",9168
solicit,sә'lisit,"v. 请求, 乞求, 招揽, 征求",7716
solicitor,sә'lisitә,"n. (英)律师, 初级律师, (美)法务官, (美)掮客, 游说者, (美)募捐者\n[经] 募损者, 律师",17384
solicitous,sә'lisitәs,"a. 关心的, 渴望的, 热切期望的, 十分讲究的",21592
solidarity,.sɒli'dæriti,"n. 团结, 团结一致, 共同一致\n[法] 团结, 共同责任",6213
solidify,sә'lidifai,"v. (使)凝固, (使)团结, 巩固",10906
solitary,'sɒlitәri,"n. 独居者\na. 孤独的, 独居的",6798
solitude,'sɒlitju:d,"n. 孤独, 单独, 孤寂",8164
solo,'sәulәu,"n. 独奏, 独唱, 单独表演\na. 单独的, 独奏的, 独唱的\nvi. 放单飞",5164
soloist,'sәulәuist,"n. 独奏者, 独唱者",14603
soluble,'sɒljubl,"a. 溶解的, 可溶解的, 可以解决的\n[医] 溶解的, 可溶的",18497
solution,sә'lu:ʃәn,"n. 解决, 解答, 溶液\n[化] 溶液",1221
solve,sɒlv,"vt. 解决, 付给, 溶解\nvt. 求解\nvi. 求解\n[计] 求解",1825
somewhat,'sʌmhwɒt,"n. 某物, 几分\nadv. 多少, 几分",1897
soothe,su:ð,"vt. 缓和, 使安静, 安慰, 奉承\nvi. 起安慰作用",8996
sophisticated,sә'fistikeitid,"a. 复杂的, 久经世故的\n[法] 尖端的, 高级的, 非常有经验的",3077
sophistication,sә.fisti'keiʃәn,"n. 诡辩, 老于世故, 复杂(性)\n[医] 掺假",8920
sort,sɒ:t,"n. 种类, 方式, 品质, 态度, 举止\nvt. 分类, 排序, 挑选\nvi. 交往, 协调\n[计] 排序; DOS外部命令:从标准输入设备接收数据, 整个数据输入完后\n对它以行为单位进行排序, 然后在标准输出设备上输出",835
soul,sәul,"n. 灵魂, 心灵, 精神, 精髓, 人, 化身, 典型, 鬼魂\na. 黑人的",1604
soundproof,'saundpru:f,a. 隔音的,30637
soup,su:p,"n. 汤, 马力\nvt. 加速, 增加马力",2997
sour,'sauә,"a. 酸的, 酸臭的, 发酵的, 愠怒的, 讨厌的, 拙劣的, 不健全的\nvi. 变酸, 发酵, 厌烦, 变坏\nvt. 使变酸, 使失望\nn. 酸味, 酸饮料",5281
souvenir,.su:vә'niә,n. 纪念品,8063
sovereign,'sɒvrin,"n. 元首, 独立国\na. 具有主权的, 至高无上的, 国王的, 完全的",8038
sovereignty,'sɒvrәnti,"n. 主权, 独立国\n[法] 主权, 主权国家, 统治权",4852
sow,sau. sәu,"n. 母猪, 懒胖女人\nvt. 播种, 散布, 使密布\nvi. 播种",10366
soy,sɒi,"n. 酱油, 大豆\n[医] 大豆; 酱油",6060
soybean,'sɒibi:n,n. 大豆\n[化] 大豆,8928
space shuttle,,航天飞机,0
spacecraft,'speiskræft,n. 航天飞船,6442
spaceship,'speisʃip,n. 宇宙飞船,11577
spacious,'speiʃәs,"a. 广大的, 宽广的",8653
span,spæn,"n. 指距, 全长, 跨距, 一段时间, 小范围\nvt. 以手指测量, 跨越, 架设, 持续",5718
spangle,'spæŋgl,n. 亮晶晶的小物件\nv. (使)闪烁,31956
spanking,'spæŋkiŋ,"a. 清爽的, 疾行的, 强烈的\nadv. 显著地\nn. 拍击, 打屁股",25753
spare,spєә,"n. 剩余, 备用品, 备件, 备用零件, 备用轮胎\na. 多余的, 备用的, 空闲的, 节约的, 瘦的\nvi. 节约, 省掉, 宽恕\nvt. 节约, 省用, 剩下, 饶恕, 赦免",4585
sparingly,,"adv. 节约地, 爱惜地, 吝惜地, 少量地, 贫乏地",17358
spark,spɑ:k,"n. 火花, 火星, 闪光, 无线电报务员, 瞬间放电, 活力, 朝气, 花花公子, 情郎\nvi. 闪光, 发火花, 求婚\nvt. 发动, 鼓舞, 使有朝气, 求婚",4805
sparrow,'spærәu,n. 麻雀,14123
sparse,'spɑ:s,"a. 稀疏的, 稀稀落落的, 稀薄的",10437
sparsely,spɑ:slɪ,adv. 稀疏地; 稀少地; 不足地; 贫乏地,14377
spatial,'speiʃәl,"a. 空间的, 受空间条件限制的, 占地位的\n[医] 隙的, 间隙的, 腔的; 空间的, 立体的",5869
spawn,spɒ:n,"n. (鱼)卵, 产物\nvt. 产卵, 酿成, 大量生产\nvi. 产卵, 大量生产",6476
specialized,,"a. 专门的, 特别的, 专科的, 特化的, 专化的\n[计] 专业化的",5310
specialty,'speʃәlti,"n. 专业, 专长, 特产, 特制品, 特性, 特点\na. 专门的, 独立的",4553
species,'spi:ʃiz,"n. 种, 类, 外形\n[医] 茶剂; 种",1141
specific,spi'sifik,"n. 特效药, 特性\na. 特殊的, 明确的, 具有特效的, 特定地, 具体地",979
specification,.spesifi'keiʃәn,"n. 规格, 详述, 详细说明书\n[计] 规范; 形式说明; 说明; 说明书; 规格",7835
specified,,a. 规定的；详细说明的,10916
specify,'spesifai,"vt. 详列, 指定, 说明\n[计] 指定",4860
specimen,'spesimәn,"n. 样品, 标本, 试料\n[化] 试样",5851
speck,spek,"n. 斑点, 有斑点的东西, 污点, 缺点, 微粒, 肥肉\nvt. 使有斑点",10442
spectacle,'spektәkl,"n. 引人羡慕的东西, 景象, 眼镜, 场面, 公开展示",5857
spectacular,spek'tækjulә,"a. 公开展示的, 惊人的, 壮观的\nn. 奇观, 惊人之举, 展览物",4196
spectacularly,,adv. 引人注目地；壮观地,15109
spectator,spek'teitә,"n. 观众, 目击者, 旁观者",5215
spectra,,"系列, 范围, 谱, 光谱, 波谱, 射频频谱, 无线电信号频谱, 余象\n[计] , 光谱, 频谱",0
spectrum,'spektrәm,"n. 光谱, 范围, 系列\n[化] 光谱",3893
speculate,'spekjuleit,"vi. 深思, 推测, 投机\n[经] 投机",4809
speculation,.spekju'leiʃәn,"n. 沉思, 推测, 投机\n[经] 投机交易, 买空卖空",4431
speedy,'spi:di,"a. 快的, 迅速的\n[经] 快的, 迅速的",9690
spew,spju:,"vi. 呕吐, 喷涌\nvt. 呕出, 喷\nn. 呕吐物, 喷涌物",10524
sphere,sfiә,"n. 球, 球面, 球体, 天体, 地球仪, 范围\nvt. 包围, 使成球体, 放入球内",4533
spherical,'sferikl,"a. 球的, 球面的, 球状的, 天体的\n[医] 球形的, 球状的",14655
spider,'spaidә,"n. 蜘蛛, 设圈套者\n[化] 星形轮",5555
spike,spaik,"n. 长钉, 鞋钉, 钉状物, 尖峰状物, 穗\nvt. 以大钉钉牢, 用尖物刺穿, 阻止, 弃置不用\n[计] 尖峰信号",7383
spiky,'spaiki,"a. 大钉一般的, 长而尖的, 钉满钉子的, 有穗的",17228
spill,spil,"n. 溢出, 溅出, 摔下, 溢出量, 木片, 小塞子\nvt. 使溢出, 使散落, 洒, 使流出, 倒出, 使摔下\nvi. 溢出, 涌流, 摔下",3671
spin,spin,"n. 旋转, 自旋, 疾驰, 情绪低落\nvt. 纺织, 纺, 使旋转, 编造\nvi. 纺纱, 吐丝, 作茧, 结网, 旋转, 自旋, 疾驰",2644
spinach,'spinitʃ,"n. 菠菜, 货币, 胡说八道",7185
spinal,'spainl,"a. 针的, 尖刺的, 尖刺状突起的, 脊骨的\n[医] 棘折; 脊柱的",7983
spine,spain,"n. 背骨, 脊柱, 尖刺\n[医] 脊柱; 棘, 刺; 马蹄嵴",4904
spined,'spaind,"a. 有背骨的, 有脊柱的, 有刺的",0
spineless,'spainlis,"a. 无脊椎的, 没有骨气的, 懦弱的",27444
spinet,'spinit,"n. 小型拨弦古钢琴, 小型立式钢琴",43384
spinning,'spiniŋ,n. 纺纱\n[化] 纺丝,14612
spiny,'spaini,"a. 多刺的, 尽是尖刺的, 尖刺状的, 麻烦的, 棘手的",22518
spiral,'spairәl,"n. 螺旋形之物, 螺线\na. 螺旋形的, 盘旋的\nvi. 螺旋形下降, 螺旋形上升, 螺旋形行进\nvt. 使螺旋形行进",8028
spirit,'spirit,"n. 精神, 心灵, 灵魂, 态度, 志气, 人格, 情绪, 心情, 烈酒\nvt. 诱拐, 鼓励, 鼓舞",1180
spiritual,'spiritʃuәl,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的\nn. 有关教会的事",2096
splash,splæʃ,"n. 飞溅, 污点, 一点儿, 溅泼声, 色斑\nvi. 溅湿, 溅开, 飞溅\nvt. 溅, 泼, 使溅起水, 洒, 使成斑驳状",6696
spleen,spli:n,"n. 脾脏, 坏脾气, 怨恨\n[医] 脾",18619
splendid,'spendid,"a. 光亮的, 了不起的, 灿烂的, 壮丽的, 显著的, 杰出的",7708
splendor,'splendә,"n. 光辉, 壮丽, 显赫",10786
split,split,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条\na. 劈开的\nvi. 分离, 分开, 裂开, 被劈开\nvt. 劈开, 切开, 使分裂, 使分离\n[计] 拆分",2910
spoil,spɒil,"n. 战利品, 赃物, 奖品, 变质, 次品\nvt. 损坏, 破坏, 溺爱\nvi. 腐坏, 掠夺",6411
spoilage,'spɒilidʒ,"n. 变质, 糟蹋, 损耗, 损坏\n[经] (原料,材料,产品)损坏",29626
sponge,spʌndʒ,"n. 海绵, 海绵状的东西\nvt. 用海绵擦拭, 吸收掉, 抹掉\nvi. 采集海绵, 海绵般吸收",9290
sponsor,'spɒnsә,"n. 保证人, 赞助者, 发起者, 倡议者, 教父\nvt. 发起, 赞助, 倡议",3453
spontaneity,.spɒntә'ni:iti,"n. 自然发生, 自生, 自发",14710
spontaneous,spɒn'teiniәs,"a. 自然的, 自发的, 未经琢磨的\n[医] 自发的, 特发的, 自生的",6576
spontaneously,,"adv. 自发, 一时冲动, 出自自然, 不依赖人工, 自然产生, 本能, 自动, 自然而优雅",11104
spoon,spu:n,"n. 匙, 调羹, 匙形工具\nvt. 以匙舀起, 调情, 使成匙状",4339
sporadic,spәu'rædik,"a. 偶尔发生的, 零星发生的, 分散的\n[医] 散在的, 散发的",11539
sporadically,,adv. 偶发地；零星地,16744
spot,spɒt,"n. 污点, 地点, 斑点, 点, 娱乐场所, 处境, 少量\na. 当场的, 现场的, 现货买卖的, 现金交易的, 抽样的\nvt. 点缀, 玷污, 认出, 准确定...的位, 用灯光照射\nvi. 玷污, (从空中)侦察敌方目标",1228
